Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Commerce alimentaire (localisation) 2020
101531;null;B204
101532;null;B200
101533;null;B203
101534;null;B203
101535;null;B100
101536;null;B100
101537;null;B100
101538;null;B100
101539;null;B100
10154;null;B203
101540;null;B100
101541;null;B200
101542;null;B200
101543;null;B200
101544;null;B200
101545;null;B200
101546;null;B200
101547;null;B203
101548;null;B203
101549;null;B203
10155;null;B200
101550;null;B203
101551;null;B203
101552;null;B203
101553;null;B203
101554;null;B203
101555;null;B203
101556;null;B200
101557;null;B200
101558;null;B200
101559;null;B203
10156;null;B203
101560;null;B203
101561;null;B203
101562;null;B203
101563;null;B203
101564;null;B204
101565;null;B204
101566;null;B200
101567;null;B203
101568;null;B203
101569;null;B100
10157;null;B204
101570;null;B200
101571;null;B203
101572;null;B203
101573;null;B204
101574;null;B204
101575;null;B204
101576;null;B204
101577;null;B204
101578;null;B204
101579;null;B204
10158;null;B200
101580;null;B204
101581;null;B204
101582;null;B206
101583;null;B100
101584;null;B100
101585;null;B100
101586;null;B100
101587;null;B100
101588;null;B100
101589;null;B100
10159;null;B200
101590;null;B203
101591;null;B203
101592;null;B204
101593;null;B200
101594;null;B204
101595;null;B100
101596;null;B200
101597;null;B200
101598;null;B203
101599;null;B203
1016;null;B203
10160;null;B200
101600;null;B203
101601;null;B204
101602;null;B204
101603;null;B204
101604;null;B204
101605;null;B204
101606;null;B200
101607;null;B203
101608;null;B204
101609;null;B200
10161;null;B100
101610;null;B200
101611;null;B200
101612;null;B200
101613;null;B203
101614;null;B203
101615;null;B203
101616;null;B203
101617;null;B203
101618;null;B203
101619;null;B203
10162;null;B200
101620;null;B203
101621;null;B203
101622;null;B203
101623;null;B204
101624;null;B204
101625;null;B204
101626;null;B204
101627;null;B204
101628;null;B206
101629;null;B206
10163;null;B200
101630;null;B206
101631;null;B100
101632;null;B200
101633;null;B203
101634;null;B203
101635;null;B204
101636;null;B204
101637;null;B204
101638;null;B204
101639;null;B200
10164;null;B203
101640;null;B203
101641;null;B100
101642;null;B100
101643;null;B200
101644;null;B200
101645;null;B200
101646;null;B203
101647;null;B203
101648;null;B203
101649;null;B203
10165;null;B203
101650;null;B203
101651;null;B204
101652;null;B204
101653;null;B204
101654;null;B100
101655;null;B200
101656;null;B200
101657;null;B203
101658;null;B200
101659;null;B200
10166;null;B204
101660;null;B100
101661;null;B100
101662;null;B100
101663;null;B100
101664;null;B200
101665;null;B200
101666;null;B200
101667;null;B200
101668;null;B200
101669;null;B200
10167;null;B204
101670;null;B200
101671;null;B200
101672;null;B200
101673;null;B200
101674;null;B200
101675;null;B200
101676;null;B200
101677;null;B203
101678;null;B203
101679;null;B203
10168;null;B200
101680;null;B203
101681;null;B203
101682;null;B203
101683;null;B203
101684;null;B203
101685;null;B203
101686;null;B203
101687;null;B203
101688;null;B204
101689;null;B204
10169;null;B203
101690;null;B204
101691;null;B206
101692;null;B200
101693;null;B203
101694;null;B203
101695;null;B204
101696;null;B204
101697;null;B100
101698;null;B100
101699;null;B100
1017;null;B204
10170;null;B100
101700;null;B100
101701;null;B100
101702;null;B200
101703;null;B200
101704;null;B200
101705;null;B200
101706;null;B200
101707;null;B200
101708;null;B200
101709;null;B200
10171;null;B100
101710;null;B200
101711;null;B200
101712;null;B200
101713;null;B200
101714;null;B203
101715;null;B200
101716;null;B200
101717;null;B200
101718;null;B200
101719;null;B200
10172;null;B100
101720;null;B203
101721;null;B203
101722;null;B203
101723;null;B203
101724;null;B203
101725;null;B203
101726;null;B203
101727;null;B203
101728;null;B203
101729;null;B203
10173;null;B100
101730;null;B203
101731;null;B203
101732;null;B203
101733;null;B203
101734;null;B203
101735;null;B203
101736;null;B204
101737;null;B204
101738;null;B204
101739;null;B204
10174;null;B100
101740;null;B204
101741;null;B204
101742;null;B204
101743;null;B100
101744;null;B100
101745;null;B100
101746;null;B100
101747;null;B200
101748;null;B200
101749;null;B200
10175;null;B100
101750;null;B200
101751;null;B200
101752;null;B200
101753;null;B200
101754;null;B200
101755;null;B200
101756;null;B203
101757;null;B203
101758;null;B203
101759;null;B203
10176;null;B100
101760;null;B203
101761;null;B203
101762;null;B203
101763;null;B203
101764;null;B203
101765;null;B203
101766;null;B204
101767;null;B200
101768;null;B203
101769;null;B203
10177;null;B200
101770;null;B204
101771;null;B204
101772;null;B204
101773;null;B204
101774;null;B204
101775;null;B204
101776;null;B204
101777;null;B204
101778;null;B206
101779;null;B206
10178;null;B203
101780;null;B206
101781;null;B206
101782;null;B206
101783;null;B206
101784;null;B206
101785;null;B200
101786;null;B203
101787;null;B203
101788;null;B203
101789;null;B203
10179;null;B203
101790;null;B204
101791;null;B204
101792;null;B204
101793;null;B206
101794;null;B204
101795;null;B204
101796;null;B204
101797;null;B204
101798;null;B204
101799;null;B204
1018;null;B100
10180;null;B200
101800;null;B206
101801;null;B206
101802;null;B206
101803;null;B100
101804;null;B100
101805;null;B100
101806;null;B100
101807;null;B100
101808;null;B100
101809;null;B200
10181;null;B200
101810;null;B200
101811;null;B200
101812;null;B200
101813;null;B200
101814;null;B203
101815;null;B203
101816;null;B203
101817;null;B203
101818;null;B203
101819;null;B203
10182;null;B203
101820;null;B203
101821;null;B203
101822;null;B203
101823;null;B203
101824;null;B203
101825;null;B203
101826;null;B203
101827;null;B203
101828;null;B203
101829;null;B203
10183;null;B100
101830;null;B203
101831;null;B204
101832;null;B200
101833;null;B204
101834;null;B204
101835;null;B204
101836;null;B204
101837;null;B204
101838;null;B204
101839;null;B204
10184;null;B200
101840;null;B204
101841;null;B204
101842;null;B204
101843;null;B204
101844;null;B100
101845;null;B100
101846;null;B100
101847;null;B100
101848;null;B100
101849;null;B100
10185;null;B203
101850;null;B100
101851;null;B100
101852;null;B100
101853;null;B100
101854;null;B200
101855;null;B200
101856;null;B200
101857;null;B200
101858;null;B200
101859;null;B200
10186;null;B203
101860;null;B200
101861;null;B200
101862;null;B200
101863;null;B200
101864;null;B200
101865;null;B200
101866;null;B200
101867;null;B200
101868;null;B200
101869;null;B200
10187;null;B203
101870;null;B200
101871;null;B200
101872;null;B200
101873;null;B200
101874;null;B200
101875;null;B200
101876;null;B200
101877;null;B200
101878;null;B200
101879;null;B200
10188;null;B203
101880;null;B200
101881;null;B200
101882;null;B200
101883;null;B200
101884;null;B200
101885;null;B200
101886;null;B200
101887;null;B200
101888;null;B200
101889;null;B200
10189;null;B200
101890;null;B203
101891;null;B203
101892;null;B203
101893;null;B203
101894;null;B203
101895;null;B203
101896;null;B203
101897;null;B203
101898;null;B203
101899;null;B203
1019;null;B203
10190;null;B204
101900;null;B203
101901;null;B203
101902;null;B203
101903;null;B203
101904;null;B203
101905;null;B203
101906;null;B203
101907;null;B203
101908;null;B203
101909;null;B203
10191;null;B200
101910;null;B203
101911;null;B203
101912;null;B203
101913;null;B203
101914;null;B203
101915;null;B203
101916;null;B203
101917;null;B203
101918;null;B203
101919;null;B203
10192;null;B203
101920;null;B203
101921;null;B203
101922;null;B203
101923;null;B203
101924;null;B203
101925;null;B203
101926;null;B204
101927;null;B204
101928;null;B204
101929;null;B204
10193;null;B204
101930;null;B204
101931;null;B204
101932;null;B204
101933;null;B204
101934;null;B204
101935;null;B204
101936;null;B204
101937;null;B204
101938;null;B204
101939;null;B204
10194;null;B203
101940;null;B204
101941;null;B206
101942;null;B206
101943;null;B100
101944;null;B200
101945;null;B200
101946;null;B203
101947;null;B204
101948;null;B206
101949;null;B206
10195;null;B200
101950;null;B206
101951;null;B206
101952;null;B206
101953;null;B206
101954;null;B206
101955;null;B206
101956;null;B100
101957;null;B200
101958;null;B200
101959;null;B203
10196;null;B200
101960;null;B203
101961;null;B203
101962;null;B203
101963;null;B203
101964;null;B100
101965;null;B100
101966;null;B100
101967;null;B100
101968;null;B200
101969;null;B200
10197;null;B203
101970;null;B200
101971;null;B200
101972;null;B200
101973;null;B200
101974;null;B200
101975;null;B200
101976;null;B200
101977;null;B200
101978;null;B100
101979;null;B200
10198;null;B203
101980;null;B200
101981;null;B200
101982;null;B200
101983;null;B200
101984;null;B200
101985;null;B200
101986;null;B200
101987;null;B200
101988;null;B200
101989;null;B200
10199;null;B200
101990;null;B200
101991;null;B200
101992;null;B200
101993;null;B200
101994;null;B200
101995;null;B200
101996;null;B200
101997;null;B100
101998;null;B100
101999;null;B100
102;null;B203
1020;null;B203
10200;null;B200
102000;null;B100
102001;null;B100
102002;null;B100
102003;null;B100
102004;null;B100
102005;null;B100
102006;null;B200
102007;null;B200
102008;null;B200
102009;null;B200
10201;null;B200
102010;null;B200
102011;null;B200
102012;null;B200
102013;null;B200
102014;null;B200
102015;null;B200
102016;null;B200
102017;null;B200
102018;null;B200
102019;null;B200
10202;null;B203
102020;null;B200
102021;null;B200
102022;null;B200
102023;null;B200
102024;null;B203
102025;null;B203
102026;null;B203
102027;null;B203
102028;null;B203
102029;null;B203
10203;null;B200
102030;null;B203
102031;null;B203
102032;null;B203
102033;null;B203
102034;null;B203
102035;null;B203
102036;null;B203
102037;null;B203
102038;null;B203
102039;null;B203
10204;null;B200
102040;null;B203
102041;null;B204
102042;null;B204
102043;null;B204
102044;null;B204
102045;null;B204
102046;null;B206
102047;null;B100
102048;null;B100
102049;null;B100
10205;null;B203
102050;null;B100
102051;null;B100
102052;null;B200
102053;null;B200
102054;null;B200
102055;null;B200
102056;null;B200
102057;null;B200
102058;null;B200
102059;null;B203
10206;null;B203
102060;null;B203
102061;null;B203
102062;null;B203
102063;null;B203
102064;null;B203
102065;null;B203
102066;null;B203
102067;null;B203
102068;null;B203
102069;null;B203
10207;null;B203
102070;null;B203
102071;null;B203
102072;null;B203
102073;null;B203
102074;null;B203
102075;null;B204
102076;null;B200
102077;null;B200
102078;null;B200
102079;null;B200
10208;null;B204
102080;null;B200
102081;null;B200
102082;null;B200
102083;null;B200
102084;null;B200
102085;null;B200
102086;null;B200
102087;null;B200
102088;null;B200
102089;null;B200
10209;null;B204
102090;null;B200
102091;null;B200
102092;null;B200
102093;null;B200
102094;null;B200
102095;null;B200
102096;null;B200
102097;null;B200
102098;null;B200
102099;null;B200
1021;null;B204
10210;null;B200
102100;null;B200
102101;null;B200
102102;null;B200
102103;null;B200
102104;null;B200
102105;null;B200
102106;null;B200
102107;null;B200
102108;null;B203
102109;null;B203
10211;null;B203
102110;null;B203
102111;null;B203
102112;null;B203
102113;null;B203
102114;null;B203
102115;null;B203
102116;null;B203
102117;null;B203
102118;null;B203
102119;null;B203
10212;null;B203
102120;null;B203
102121;null;B203
102122;null;B203
102123;null;B203
102124;null;B203
102125;null;B203
102126;null;B204
102127;null;B204
102128;null;B204
102129;null;B204
10213;null;B203
102130;null;B204
102131;null;B204
102132;null;B204
102133;null;B200
102134;null;B200
102135;null;B200
102136;null;B200
102137;null;B200
102138;null;B200
102139;null;B200
10214;null;B200
102140;null;B200
102141;null;B200
102142;null;B200
102143;null;B203
102144;null;B203
102145;null;B203
102146;null;B203
102147;null;B203
102148;null;B203
102149;null;B203
10215;null;B203
102150;null;B203
102151;null;B203
102152;null;B203
102153;null;B203
102154;null;B203
102155;null;B203
102156;null;B203
102157;null;B203
102158;null;B203
102159;null;B203
10216;null;B204
102160;null;B203
102161;null;B203
102162;null;B204
102163;null;B204
102164;null;B204
102165;null;B204
102166;null;B204
102167;null;B204
102168;null;B206
102169;null;B206
10217;null;B200
102170;null;B203
102171;null;B203
102172;null;B203
102173;null;B203
102174;null;B203
102175;null;B203
102176;null;B203
102177;null;B203
102178;null;B203
102179;null;B203
10218;null;B203
102180;null;B203
102181;null;B203
102182;null;B203
102183;null;B203
102184;null;B203
102185;null;B203
102186;null;B203
102187;null;B203
102188;null;B203
102189;null;B203
10219;null;B203
102190;null;B203
102191;null;B203
102192;null;B203
102193;null;B203
102194;null;B203
102195;null;B203
102196;null;B203
102197;null;B203
102198;null;B203
102199;null;B100
1022;null;B100
10220;null;B203
102200;null;B200
102201;null;B200
102202;null;B203
102203;null;B203
102204;null;B203
102205;null;B203
102206;null;B203
102207;null;B203
102208;null;B203
102209;null;B203
10221;null;B203
102210;null;B203
102211;null;B203
102212;null;B203
102213;null;B203
102214;null;B203
102215;null;B203
102216;null;B204
102217;null;B204
102218;null;B204
102219;null;B204
10222;null;B203
102220;null;B204
102221;null;B204
102222;null;B204
102223;null;B204
102224;null;B204
102225;null;B204
102226;null;B204
102227;null;B204
102228;null;B204
102229;null;B204
10223;null;B203
102230;null;B204
102231;null;B204
102232;null;B204
102233;null;B204
102234;null;B204
102235;null;B204
102236;null;B204
102237;null;B204
102238;null;B204
102239;null;B204
10224;null;B203
102240;null;B206
102241;null;B206
102242;null;B206
102243;null;B206
102244;null;B206
102245;null;B206
102246;null;B200
102247;null;B200
102248;null;B203
102249;null;B203
10225;null;B203
102250;null;B203
102251;null;B204
102252;null;B204
102253;null;B200
102254;null;B200
102255;null;B200
102256;null;B203
102257;null;B203
102258;null;B203
102259;null;B204
10226;null;B203
102260;null;B100
102261;null;B200
102262;null;B203
102263;null;B203
102264;null;B203
102265;null;B203
102266;null;B204
102267;null;B204
102268;null;B204
102269;null;B100
10227;null;B203
102270;null;B203
102271;null;B203
102272;null;B200
102273;null;B203
102274;null;B203
102275;null;B203
102276;null;B204
102277;null;B204
102278;null;B204
102279;null;B203
10228;null;B203
102280;null;B200
102281;null;B203
102282;null;B204
102283;null;B100
102284;null;B100
102285;null;B200
102286;null;B203
102287;null;B203
102288;null;B204
102289;null;B100
10229;null;B203
102290;null;B200
102291;null;B200
102292;null;B203
102293;null;B203
102294;null;B203
102295;null;B203
102296;null;B204
102297;null;B204
102298;null;B100
102299;null;B100
1023;null;B100
10230;null;B203
102300;null;B100
102301;null;B100
102302;null;B200
102303;null;B200
102304;null;B200
102305;null;B200
102306;null;B200
102307;null;B203
102308;null;B203
102309;null;B203
10231;null;B203
102310;null;B203
102311;null;B204
102312;null;B200
102313;null;B200
102314;null;B200
102315;null;B203
102316;null;B203
102317;null;B203
102318;null;B203
102319;null;B203
10232;null;B203
102320;null;B203
102321;null;B203
102322;null;B203
102323;null;B203
102324;null;B204
102325;null;B204
102326;null;B204
102327;null;B206
102328;null;B200
102329;null;B203
10233;null;B203
102330;null;B200
102331;null;B200
102332;null;B203
102333;null;B203
102334;null;B100
102335;null;B100
102336;null;B100
102337;null;B200
102338;null;B200
102339;null;B200
10234;null;B203
102340;null;B200
102341;null;B200
102342;null;B200
102343;null;B200
102344;null;B200
102345;null;B203
102346;null;B203
102347;null;B203
102348;null;B203
102349;null;B203
10235;null;B203
102350;null;B203
102351;null;B203
102352;null;B204
102353;null;B204
102354;null;B204
102355;null;B200
102356;null;B200
102357;null;B200
102358;null;B203
102359;null;B203
10236;null;B204
102360;null;B203
102361;null;B200
102362;null;B203
102363;null;B204
102364;null;B204
102365;null;B204
102366;null;B204
102367;null;B206
102368;null;B200
102369;null;B200
10237;null;B204
102370;null;B203
102371;null;B203
102372;null;B203
102373;null;B204
102374;null;B100
102375;null;B200
102376;null;B200
102377;null;B203
102378;null;B203
102379;null;B203
10238;null;B204
102380;null;B204
102381;null;B200
102382;null;B200
102383;null;B200
102384;null;B203
102385;null;B203
102386;null;B100
102387;null;B100
102388;null;B100
102389;null;B100
10239;null;B204
102390;null;B100
102391;null;B100
102392;null;B200
